date,tournament,level,bestOf,surface,indoor,speed,round,winner_name,winner_seed,winner_country_name,winner_country_id,winner_rank,winner_eloRatingDelta,winner_eloRating,loser_name,loser_seed,loser_country_name,loser_country_id,loser_rank,loser_eloRatingDelta,loser_eloRating,score,loser_entry,outcome,winner_entry
2014-03-19,Miami Masters,M,3,H,false,66,R32,Rafael Nadal,1,Spain,ESP,1,1,2492,Denis Istomin,,Uzbekistan,UZB,57,-1,1966,6-1 6-0,,,
2014-03-19,Miami Masters,M,3,H,false,66,R64,Rafael Nadal,1,Spain,ESP,1,1,2491,Lleyton Hewitt,,Australia,AUS,44,-1,2006,6-1 6-3,,,
2014-03-06,Indian Wells Masters,M,3,H,false,54,R32,Alexandr Dolgopolov,28,Ukraine,UKR,31,20,1992,Rafael Nadal,1,Spain,ESP,1,-19,2510,6-3 3-6 7-6(5),,,
2014-03-06,Indian Wells Masters,M,3,H,false,54,R64,Rafael Nadal,1,Spain,ESP,1,1,2509,Radek Stepanek,,Czech Republic,CZE,50,-1,1961,2-6 6-4 7-5,,,
2014-02-17,Rio de Janeiro,A,3,C,false,34,F,Rafael Nadal,1,Spain,ESP,1,1,2508,Alexandr Dolgopolov,,Ukraine,UKR,54,-2,1971,6-3 7-6(3),,,
2014-02-17,Rio de Janeiro,A,3,C,false,34,SF,Rafael Nadal,1,Spain,ESP,1,1,2507,Pablo Andujar,8,Spain,ESP,40,-1,1886,2-6 6-3 7-6(10),,,
2014-02-17,Rio de Janeiro,A,3,C,false,34,QF,Rafael Nadal,1,Spain,ESP,1,,2507,Joao Sousa,,Portugal,POR,48,,1867,6-1 6-0,,,
2014-02-17,Rio de Janeiro,A,3,C,false,34,R16,Rafael Nadal,1,Spain,ESP,1,,2507,Albert Montanes,,Spain,ESP,72,,1835,6-1 6-2,,,
2014-02-17,Rio de Janeiro,A,3,C,false,34,R32,Rafael Nadal,1,Spain,ESP,1,1,2506,Daniel Gimeno Traver,,Spain,ESP,84,,1758,6-3 7-5,,,
2014-01-13,Australian Open,G,5,H,false,70,F,Stan Wawrinka,8,Switzerland,SUI,8,27,2261,Rafael Nadal,1,Spain,ESP,1,-27,2533,6-3 6-2 3-6 6-3,,,
2014-01-13,Australian Open,G,5,H,false,70,SF,Rafael Nadal,1,Spain,ESP,1,7,2526,Roger Federer,6,Switzerland,SUI,6,-7,2328,7-6(4) 6-3 6-3,,,
2014-01-13,Australian Open,G,5,H,false,70,QF,Rafael Nadal,1,Spain,ESP,1,2,2524,Grigor Dimitrov,22,Bulgaria,BUL,22,-2,2083,3-6 7-6(3) 7-6(7) 6-2,,,
2014-01-13,Australian Open,G,5,H,false,70,R16,Rafael Nadal,1,Spain,ESP,1,2,2522,Kei Nishikori,16,Japan,JPN,17,-2,2086,7-6(3) 7-5 7-6(3),,,
2014-01-13,Australian Open,G,5,H,false,70,R32,Rafael Nadal,1,Spain,ESP,1,2,2520,Gael Monfils,25,France,FRA,32,-2,2085,6-1 6-2 6-3,,,
2014-01-13,Australian Open,G,5,H,false,70,R64,Rafael Nadal,1,Spain,ESP,1,,2520,Thanasi Kokkinakis,,Australia,AUS,570,-1,1701,6-2 6-4 6-2,WC,,
2014-01-13,Australian Open,G,5,H,false,70,R128,Rafael Nadal,1,Spain,ESP,1,1,2519,Bernard Tomic,,Australia,AUS,57,-1,1963,6-4 RET,,RET,
2013-12-30,Doha,B,3,H,false,49,F,Rafael Nadal,1,Spain,ESP,1,2,2517,Gael Monfils,,France,FRA,31,-2,2076,6-1 6-7(5) 6-2,,,
2013-12-30,Doha,B,3,H,false,49,SF,Rafael Nadal,1,Spain,ESP,1,,2517,Peter Gojowczyk,,Germany,GER,162,,1770,4-6 6-2 6-3,Q,,
2013-12-30,Doha,B,3,H,false,49,QF,Rafael Nadal,1,Spain,ESP,1,1,2516,Ernests Gulbis,7,Latvia,LAT,24,-1,2041,7-5 6-4,,,
2013-12-30,Doha,B,3,H,false,49,R16,Rafael Nadal,1,Spain,ESP,1,,2516,Tobias Kamke,,Germany,GER,74,,1840,6-3 6-7(3) 6-3,,,
2013-12-30,Doha,B,3,H,false,49,R32,Rafael Nadal,1,Spain,ESP,1,1,2515,Lukas Rosol,,Czech Republic,CZE,47,-1,1865,6-2 7-6(7),,,
2013-11-04,Tour Finals,F,3,H,true,76,F,Novak Djokovic,2,Serbia,SRB,2,14,2521,Rafael Nadal,1,Spain,ESP,1,-13,2529,6-3 6-4,,,
2013-11-04,Tour Finals,F,3,H,true,76,SF,Rafael Nadal,1,Spain,ESP,1,5,2524,Roger Federer,6,Switzerland,SUI,7,-6,2318,7-5 6-3,,,
2013-11-04,Tour Finals,F,3,H,true,76,RR,Rafael Nadal,1,Spain,ESP,1,4,2520,David Ferrer,3,Spain,ESP,3,-4,2249,6-3 6-2,,,
2013-11-04,Tour Finals,F,3,H,true,76,RR,Rafael Nadal,1,Spain,ESP,1,3,2517,Tomas Berdych,5,Czech Republic,CZE,6,-3,2205,6-4 1-6 6-3,,,
2013-11-04,Tour Finals,F,3,H,true,76,RR,Rafael Nadal,1,Spain,ESP,1,3,2514,Stan Wawrinka,7,Switzerland,SUI,8,-3,2183,7-6(5) 7-6(6),,,
2013-10-28,Paris Masters,M,3,H,true,72,SF,David Ferrer,3,Spain,ESP,3,18,2235,Rafael Nadal,1,Spain,ESP,1,-18,2532,6-3 7-5,,,
2013-10-28,Paris Masters,M,3,H,true,72,QF,Rafael Nadal,1,Spain,ESP,1,2,2530,Richard Gasquet,9,France,FRA,10,-2,2165,6-4 6-1,,,
2013-10-28,Paris Masters,M,3,H,true,72,R16,Rafael Nadal,1,Spain,ESP,1,1,2529,Jerzy Janowicz,14,Poland,POL,14,-1,2002,7-5 6-4,,,
2013-10-28,Paris Masters,M,3,H,true,72,R32,Rafael Nadal,1,Spain,ESP,1,1,2528,Marcel Granollers,,Spain,ESP,39,-1,2005,7-5 7-5,,,
2013-10-07,Shanghai Masters,M,3,H,false,88,SF,Juan Martin Del Potro,6,Argentina,ARG,5,18,2291,Rafael Nadal,2,Spain,ESP,1,-18,2546,6-2 6-4,,,
2013-10-07,Shanghai Masters,M,3,H,false,88,QF,Rafael Nadal,2,Spain,ESP,1,2,2544,Stan Wawrinka,8,Switzerland,SUI,8,-2,2190,7-6(10) 6-1,,,
2013-10-07,Shanghai Masters,M,3,H,false,88,R16,Rafael Nadal,2,Spain,ESP,1,1,2543,Carlos Berlocq,,Argentina,ARG,44,,1948,6-1 7-6(5),,,
2013-10-07,Shanghai Masters,M,3,H,false,88,R32,Rafael Nadal,2,Spain,ESP,1,,2543,Alexandr Dolgopolov,,Ukraine,UKR,34,-1,1958,6-3 6-2,,,
2013-09-30,Beijing,A,3,H,false,51,F,Novak Djokovic,1,Serbia,SRB,1,13,2461,Rafael Nadal,2,Spain,ESP,2,-13,2556,6-3 6-4,,,
2013-09-30,Beijing,A,3,H,false,51,SF,Rafael Nadal,2,Spain,ESP,2,2,2554,Tomas Berdych,4,Czech Republic,CZE,5,-3,2233,4-2 RET,,RET,
2013-09-30,Beijing,A,3,H,false,51,QF,Rafael Nadal,2,Spain,ESP,2,1,2553,Fabio Fognini,,Italy,ITA,19,-1,2032,2-6 6-4 6-1,,,
2013-09-30,Beijing,A,3,H,false,51,R16,Rafael Nadal,2,Spain,ESP,2,1,2552,Philipp Kohlschreiber,,Germany,GER,25,,2025,6-4 7-6(3),,,
2013-09-30,Beijing,A,3,H,false,51,R32,Rafael Nadal,2,Spain,ESP,2,,2552,Santiago Giraldo,,Colombia,COL,87,-1,1833,6-2 6-4,Q,,
2013-09-13,Davis Cup WG,D,5,C,false,,RR,Rafael Nadal,,Spain,ESP,2,1,2551,Sergiy Stakhovsky,,Ukraine,UKR,92,-1,1808,6-0 6-0 6-4,,,
2013-08-26,US Open,G,5,H,false,54,F,Rafael Nadal,2,Spain,ESP,2,12,2539,Novak Djokovic,1,Serbia,SRB,1,-12,2464,6-2 3-6 6-4 6-1,,,
2013-08-26,US Open,G,5,H,false,54,SF,Rafael Nadal,2,Spain,ESP,2,3,2536,Richard Gasquet,8,France,FRA,9,-3,2156,6-4 7-6(1) 6-2,,,
2013-08-26,US Open,G,5,H,false,54,QF,Rafael Nadal,2,Spain,ESP,2,2,2534,Tommy Robredo,19,Spain,ESP,22,-2,2084,6-0 6-2 6-2,,,
2013-08-26,US Open,G,5,H,false,54,R16,Rafael Nadal,2,Spain,ESP,2,1,2533,Philipp Kohlschreiber,22,Germany,GER,25,-1,2028,6-7(4) 6-4 6-3 6-1,,,
2013-08-26,US Open,G,5,H,false,54,R32,Rafael Nadal,2,Spain,ESP,2,1,2532,Ivan Dodig,,Croatia,CRO,38,-1,2000,6-4 6-3 6-3,,,
2013-08-26,US Open,G,5,H,false,54,R64,Rafael Nadal,2,Spain,ESP,2,1,2531,Rogerio Dutra Silva,,Brazil,BRA,134,-1,1761,6-2 6-1 6-0,Q,,
2013-08-26,US Open,G,5,H,false,54,R128,Rafael Nadal,2,Spain,ESP,2,,2531,Ryan Harrison,,United States,USA,97,-1,1885,6-4 6-2 6-2,WC,,
2013-08-11,Cincinnati Masters,M,3,H,false,69,F,Rafael Nadal,4,Spain,ESP,3,2,2529,John Isner,,United States,USA,22,-2,2102,7-6(8) 7-6(3),,,
2013-08-11,Cincinnati Masters,M,3,H,false,69,SF,Rafael Nadal,4,Spain,ESP,3,4,2525,Tomas Berdych,6,Czech Republic,CZE,6,-4,2237,7-5 7-6(4),,,
2013-08-11,Cincinnati Masters,M,3,H,false,69,QF,Rafael Nadal,4,Spain,ESP,3,5,2520,Roger Federer,5,Switzerland,SUI,5,-5,2330,5-7 6-4 6-3,,,
2013-08-11,Cincinnati Masters,M,3,H,false,69,R16,Rafael Nadal,4,Spain,ESP,3,1,2519,Grigor Dimitrov,,Bulgaria,BUL,29,-1,2030,6-2 5-7 6-2,,,
2013-08-11,Cincinnati Masters,M,3,H,false,69,R32,Rafael Nadal,4,Spain,ESP,3,,2519,Benjamin Becker,,Germany,GER,100,-1,1817,6-2 6-2,Q,,
2013-08-05,Canada Masters,M,3,H,false,53,F,Rafael Nadal,4,Spain,ESP,4,2,2517,Milos Raonic,11,Canada,CAN,13,-2,2101,6-2 6-2,,,
2013-08-05,Canada Masters,M,3,H,false,53,SF,Rafael Nadal,4,Spain,ESP,4,11,2506,Novak Djokovic,1,Serbia,SRB,1,-10,2479,6-4 3-6 7-6(2),,,
2013-08-05,Canada Masters,M,3,H,false,53,QF,Rafael Nadal,4,Spain,ESP,4,,2506,Marinko Matosevic,,Australia,AUS,74,-1,1881,6-2 6-4,Q,,
2013-08-05,Canada Masters,M,3,H,false,53,R16,Rafael Nadal,4,Spain,ESP,4,1,2505,Jerzy Janowicz,15,Poland,POL,18,-1,2028,7-6(6) 6-4,,,
2013-08-05,Canada Masters,M,3,H,false,53,R32,Rafael Nadal,4,Spain,ESP,4,1,2504,Jesse Levine,,Canada,CAN,132,-1,1786,6-2 6-0,WC,,
2013-06-24,Wimbledon,G,5,G,false,82,R128,Steve Darcis,,Belgium,BEL,135,30,1883,Rafael Nadal,5,Spain,ESP,5,-24,2528,7-6(4) 7-6(8) 6-4,,,
2013-05-27,Roland Garros,G,5,C,false,42,F,Rafael Nadal,3,Spain,ESP,4,8,2520,David Ferrer,4,Spain,ESP,5,-8,2330,6-3 6-2 6-3,,,
2013-05-27,Roland Garros,G,5,C,false,42,SF,Rafael Nadal,3,Spain,ESP,4,14,2506,Novak Djokovic,1,Serbia,SRB,1,-13,2491,6-4 3-6 6-1 6-7(3) 9-7,,,
2013-05-27,Roland Garros,G,5,C,false,42,QF,Rafael Nadal,3,Spain,ESP,4,4,2502,Stan Wawrinka,9,Switzerland,SUI,10,-4,2203,6-2 6-3 6-1,,,
2013-05-27,Roland Garros,G,5,C,false,42,R16,Rafael Nadal,3,Spain,ESP,4,2,2500,Kei Nishikori,13,Japan,JPN,15,-3,2106,6-4 6-1 6-3,,,
2013-05-27,Roland Garros,G,5,C,false,42,R32,Rafael Nadal,3,Spain,ESP,4,2,2498,Fabio Fognini,27,Italy,ITA,29,-1,1990,7-6(5) 6-4 6-4,,,
2013-05-27,Roland Garros,G,5,C,false,42,R64,Rafael Nadal,3,Spain,ESP,4,,2498,Martin Klizan,,Slovakia,SVK,35,-1,1851,4-6 6-3 6-3 6-3,,,
2013-05-27,Roland Garros,G,5,C,false,42,R128,Rafael Nadal,3,Spain,ESP,4,1,2497,Daniel Brands,,Germany,GER,59,-1,1893,4-6 7-6(4) 6-4 6-3,,,
2013-05-12,Rome Masters,M,3,C,false,48,F,Rafael Nadal,5,Spain,ESP,5,9,2488,Roger Federer,2,Switzerland,SUI,3,-8,2387,6-1 6-3,,,
2013-05-12,Rome Masters,M,3,C,false,48,SF,Rafael Nadal,5,Spain,ESP,5,5,2483,Tomas Berdych,6,Czech Republic,CZE,6,-5,2262,6-2 6-4,,,
2013-05-12,Rome Masters,M,3,C,false,48,QF,Rafael Nadal,5,Spain,ESP,5,5,2478,David Ferrer,4,Spain,ESP,4,-6,2308,6-4 4-6 6-2,,,
2013-05-12,Rome Masters,M,3,C,false,48,R16,Rafael Nadal,5,Spain,ESP,5,2,2476,Ernests Gulbis,,Latvia,LAT,46,-1,2030,1-6 7-5 6-4,Q,,
2013-05-12,Rome Masters,M,3,C,false,48,R32,Rafael Nadal,5,Spain,ESP,5,1,2475,Fabio Fognini,,Italy,ITA,25,-2,1980,6-1 6-3,,,
2013-05-05,Madrid Masters,M,3,C,false,54,F,Rafael Nadal,5,Spain,ESP,5,4,2471,Stan Wawrinka,15,Switzerland,SUI,15,-4,2188,6-2 6-4,,,
2013-05-05,Madrid Masters,M,3,C,false,54,SF,Rafael Nadal,5,Spain,ESP,5,,2471,Pablo Andujar,,Spain,ESP,113,-1,1856,6-0 6-4,WC,,
2013-05-05,Madrid Masters,M,3,C,false,54,QF,Rafael Nadal,5,Spain,ESP,5,7,2464,David Ferrer,4,Spain,ESP,4,-6,2310,4-6 7-6(3) 6-0,,,
2013-05-05,Madrid Masters,M,3,C,false,54,R16,Rafael Nadal,5,Spain,ESP,5,1,2463,Mikhail Youzhny,,Russian Federation,RUS,31,-1,1981,6-2 6-3,,,
2013-05-05,Madrid Masters,M,3,C,false,54,R32,Rafael Nadal,5,Spain,ESP,5,1,2462,Benoit Paire,,France,FRA,37,-1,1915,6-3 6-4,,,
2013-04-22,Barcelona,A,3,C,false,40,F,Rafael Nadal,2,Spain,ESP,5,2,2460,Nicolas Almagro,4,Spain,ESP,12,-3,2120,6-4 6-3,,,
2013-04-22,Barcelona,A,3,C,false,40,SF,Rafael Nadal,2,Spain,ESP,5,3,2457,Milos Raonic,5,Canada,CAN,13,-3,2125,6-4 6-0,,,
2013-04-22,Barcelona,A,3,C,false,40,QF,Rafael Nadal,2,Spain,ESP,5,1,2456,Albert Ramos,,Spain,ESP,64,-1,1923,6-3 6-0,,,
2013-04-22,Barcelona,A,3,C,false,40,R16,Rafael Nadal,2,Spain,ESP,5,,2456,Benoit Paire,13,France,FRA,33,-1,1915,7-6(2) 6-2,,,
2013-04-22,Barcelona,A,3,C,false,40,R32,Rafael Nadal,2,Spain,ESP,5,1,2455,Carlos Berlocq,,Argentina,ARG,63,-1,1905,6-4 6-2,,,
2013-04-14,Monte Carlo Masters,M,3,C,false,25,F,Novak Djokovic,1,Serbia,SRB,1,11,2507,Rafael Nadal,3,Spain,ESP,5,-11,2466,6-2 7-6(1),,,
2013-04-14,Monte Carlo Masters,M,3,C,false,25,SF,Rafael Nadal,3,Spain,ESP,5,5,2461,Jo Wilfried Tsonga,6,France,FRA,8,-5,2220,6-3 7-6(3),,,
2013-04-14,Monte Carlo Masters,M,3,C,false,25,QF,Rafael Nadal,3,Spain,ESP,5,1,2460,Grigor Dimitrov,,Bulgaria,BUL,34,-1,2020,6-2 2-6 6-4,,,
2013-04-14,Monte Carlo Masters,M,3,C,false,25,R16,Rafael Nadal,3,Spain,ESP,5,1,2459,Philipp Kohlschreiber,16,Germany,GER,21,-1,2005,6-2 6-4,,,
2013-04-14,Monte Carlo Masters,M,3,C,false,25,R32,Rafael Nadal,3,Spain,ESP,5,1,2458,Marinko Matosevic,,Australia,AUS,54,-1,1856,6-1 6-2,,,
2013-03-07,Indian Wells Masters,M,3,H,false,42,F,Rafael Nadal,5,Spain,ESP,5,8,2450,Juan Martin Del Potro,7,Argentina,ARG,7,-8,2330,4-6 6-3 6-4,,,
2013-03-07,Indian Wells Masters,M,3,H,false,42,SF,Rafael Nadal,5,Spain,ESP,5,6,2444,Tomas Berdych,6,Czech Republic,CZE,6,-5,2263,6-4 7-5,,,
2013-03-07,Indian Wells Masters,M,3,H,false,42,QF,Rafael Nadal,5,Spain,ESP,5,9,2435,Roger Federer,2,Switzerland,SUI,2,-10,2405,6-4 6-2,,,
2013-03-07,Indian Wells Masters,M,3,H,false,42,R16,Rafael Nadal,5,Spain,ESP,5,2,2433,Ernests Gulbis,,Latvia,LAT,67,-2,1996,4-6 6-4 7-5,Q,,
2013-03-07,Indian Wells Masters,M,3,H,false,42,R32,Rafael Nadal,5,Spain,ESP,5,,2433,Leonardo Mayer,,Argentina,ARG,64,-1,1907,W/O,,W/O,
2013-03-07,Indian Wells Masters,M,3,H,false,42,R64,Rafael Nadal,5,Spain,ESP,5,1,2432,Ryan Harrison,,United States,USA,73,-1,1878,7-6(3) 6-2,,,
2013-02-25,Acapulco,A,3,C,false,38,F,Rafael Nadal,2,Spain,ESP,5,9,2423,David Ferrer,1,Spain,ESP,4,-8,2351,6-0 6-2,,,
2013-02-25,Acapulco,A,3,C,false,38,SF,Rafael Nadal,2,Spain,ESP,5,3,2420,Nicolas Almagro,3,Spain,ESP,12,-3,2123,7-5 6-4,,,
2013-02-25,Acapulco,A,3,C,false,38,QF,Rafael Nadal,2,Spain,ESP,5,,2420,Leonardo Mayer,,Argentina,ARG,77,-1,1881,6-1 7-5,,,
2013-02-25,Acapulco,A,3,C,false,38,R16,Rafael Nadal,2,Spain,ESP,5,1,2419,Martin Alund,,Argentina,ARG,91,-1,1844,6-0 6-4,Q,,
2013-02-25,Acapulco,A,3,C,false,38,R32,Rafael Nadal,2,Spain,ESP,5,,2419,Diego Sebastian Schwartzman,,Argentina,ARG,157,-1,1754,6-2 6-2,Q,,
2013-02-11,Sao Paulo,B,3,C,true,79,F,Rafael Nadal,1,Spain,ESP,5,3,2416,David Nalbandian,,Argentina,ARG,93,-2,2053,6-2 6-3,,,
2013-02-11,Sao Paulo,B,3,C,true,79,SF,Rafael Nadal,1,Spain,ESP,5,,2416,Martin Alund,,Argentina,ARG,111,-1,1850,6-3 6-7(2) 6-1,,,
2013-02-11,Sao Paulo,B,3,C,true,79,QF,Rafael Nadal,1,Spain,ESP,5,1,2415,Carlos Berlocq,,Argentina,ARG,78,-1,1870,3-6 6-4 6-4,,,
2013-02-11,Sao Paulo,B,3,C,true,79,R16,Rafael Nadal,1,Spain,ESP,5,,2415,Joao Souza,,Brazil,BRA,140,-1,1778,6-3 6-4,Q,,
2013-02-04,Vina del Mar,B,3,C,false,55,F,Horacio Zeballos,,Argentina,ARG,73,32,1802,Rafael Nadal,1,Spain,ESP,5,-19,2434,6-7(2) 7-6(6) 6-4,,,
2013-02-04,Vina del Mar,B,3,C,false,55,SF,Rafael Nadal,1,Spain,ESP,5,1,2433,Jeremy Chardy,3,France,FRA,26,-1,1989,6-2 6-2,,,
2013-02-04,Vina del Mar,B,3,C,false,55,QF,Rafael Nadal,1,Spain,ESP,5,1,2432,Daniel Gimeno Traver,7,Spain,ESP,64,,1813,6-1 6-4,,,
2013-02-04,Vina del Mar,B,3,C,false,55,R16,Rafael Nadal,1,Spain,ESP,5,,2432,Federico Delbonis,,Argentina,ARG,128,-1,1783,6-3 6-2,Q,,
2012-06-25,Wimbledon,G,5,G,false,80,R64,Lukas Rosol,,Czech Republic,CZE,100,30,1871,Rafael Nadal,2,Spain,ESP,2,-23,2464,6-7(9) 6-4 6-4 2-6 6-4,,,
2012-06-25,Wimbledon,G,5,G,false,80,R128,Rafael Nadal,2,Spain,ESP,2,1,2463,Thomaz Bellucci,,Brazil,BRA,80,-1,1914,7-6(0) 6-2 6-3,,,
2012-06-11,Halle,B,3,G,false,89,QF,Philipp Kohlschreiber,8,Germany,GER,34,17,2025,Rafael Nadal,1,Spain,ESP,2,-16,2479,6-3 6-4,,,
2012-06-11,Halle,B,3,G,false,89,R16,Rafael Nadal,1,Spain,ESP,2,,2479,Lukas Lacko,,Slovakia,SVK,58,,1853,7-5 6-1,,,
2012-05-27,Roland Garros,G,5,C,false,40,F,Rafael Nadal,2,Spain,ESP,2,17,2462,Novak Djokovic,1,Serbia,SRB,1,-17,2478,6-4 6-3 2-6 7-5,,,
2012-05-27,Roland Garros,G,5,C,false,40,SF,Rafael Nadal,2,Spain,ESP,2,8,2454,David Ferrer,6,Spain,ESP,6,-9,2303,6-2 6-2 6-1,,,
2012-05-27,Roland Garros,G,5,C,false,40,QF,Rafael Nadal,2,Spain,ESP,2,5,2449,Nicolas Almagro,12,Spain,ESP,13,-4,2154,7-6(4) 6-2 6-3,,,
2012-05-27,Roland Garros,G,5,C,false,40,R16,Rafael Nadal,2,Spain,ESP,2,3,2446,Juan Monaco,13,Argentina,ARG,15,-3,2106,6-2 6-0 6-0,,,
2012-05-27,Roland Garros,G,5,C,false,40,R32,Rafael Nadal,2,Spain,ESP,2,1,2445,Eduardo Schwank,,Argentina,ARG,192,-1,1829,6-1 6-3 6-4,Q,,
2012-05-27,Roland Garros,G,5,C,false,40,R64,Rafael Nadal,2,Spain,ESP,2,,2445,Denis Istomin,,Uzbekistan,UZB,43,-1,1887,6-2 6-2 6-0,,,
2012-05-27,Roland Garros,G,5,C,false,40,R128,Rafael Nadal,2,Spain,ESP,2,1,2444,Simone Bolelli,,Italy,ITA,111,-1,1825,6-2 6-2 6-1,,,
2012-05-13,Rome Masters,M,3,C,false,32,F,Rafael Nadal,2,Spain,ESP,3,14,2430,Novak Djokovic,1,Serbia,SRB,1,-14,2469,7-5 6-3,,,
2012-05-13,Rome Masters,M,3,C,false,32,SF,Rafael Nadal,2,Spain,ESP,3,6,2424,David Ferrer,6,Spain,ESP,6,-7,2281,7-6(6) 6-0,,,
2012-05-13,Rome Masters,M,3,C,false,32,QF,Rafael Nadal,2,Spain,ESP,3,6,2418,Tomas Berdych,7,Czech Republic,CZE,7,-6,2252,6-4 7-5,,,
2012-05-13,Rome Masters,M,3,C,false,32,R16,Rafael Nadal,2,Spain,ESP,3,2,2416,Marcel Granollers,,Spain,ESP,26,-1,1953,6-1 6-1,,,
2012-05-13,Rome Masters,M,3,C,false,32,R32,Rafael Nadal,2,Spain,ESP,3,1,2415,Florian Mayer,,Germany,GER,28,-2,1972,6-1 7-5,,,
2012-05-06,Madrid Masters,M,3,C,false,67,R16,Fernando Verdasco,15,Spain,ESP,19,18,2078,Rafael Nadal,2,Spain,ESP,2,-17,2432,6-3 3-6 7-5,,,
2012-05-06,Madrid Masters,M,3,C,false,67,R32,Rafael Nadal,2,Spain,ESP,2,1,2431,Nikolay Davydenko,,Russian Federation,RUS,54,-1,1981,6-2 6-2,,,
2012-04-23,Barcelona,A,3,C,false,45,F,Rafael Nadal,1,Spain,ESP,2,6,2425,David Ferrer,3,Spain,ESP,6,-7,2268,7-6(1) 7-5,,,
2012-04-23,Barcelona,A,3,C,false,45,SF,Rafael Nadal,1,Spain,ESP,2,2,2423,Fernando Verdasco,9,Spain,ESP,20,-3,2071,6-0 6-4,,,
2012-04-23,Barcelona,A,3,C,false,45,QF,Rafael Nadal,1,Spain,ESP,2,3,2420,Janko Tipsarevic,5,Serbia,SRB,8,-2,2097,6-2 6-2,,,
2012-04-23,Barcelona,A,3,C,false,45,R16,Rafael Nadal,1,Spain,ESP,2,,2420,Robert Farah,,Colombia,COL,246,-1,1727,6-2 6-3,Q,,
2012-04-23,Barcelona,A,3,C,false,45,R32,Rafael Nadal,1,Spain,ESP,2,1,2419,Guillermo Garcia Lopez,,Spain,ESP,78,-1,1884,6-1 6-2,,,
2012-04-15,Monte Carlo Masters,M,3,C,false,31,F,Rafael Nadal,2,Spain,ESP,2,15,2404,Novak Djokovic,1,Serbia,SRB,1,-15,2482,6-3 6-1,,,
2012-04-15,Monte Carlo Masters,M,3,C,false,31,SF,Rafael Nadal,2,Spain,ESP,2,3,2401,Gilles Simon,9,France,FRA,15,-3,2065,6-3 6-4,,,
2012-04-15,Monte Carlo Masters,M,3,C,false,31,QF,Rafael Nadal,2,Spain,ESP,2,3,2398,Stan Wawrinka,,Switzerland,SUI,26,-3,2076,7-5 6-4,,,
2012-04-15,Monte Carlo Masters,M,3,C,false,31,R16,Rafael Nadal,2,Spain,ESP,2,1,2397,Mikhail Kukushkin,,Kazakhstan,KAZ,68,-1,1898,6-1 6-1,Q,,
2012-04-15,Monte Carlo Masters,M,3,C,false,31,R32,Rafael Nadal,2,Spain,ESP,2,1,2396,Jarkko Nieminen,,Finland,FIN,48,-1,1961,6-4 6-3,,,
2012-03-21,Miami Masters,M,3,H,false,51,SF,Andy Murray,4,United Kingdom,GBR,4,6,2352,Rafael Nadal,2,Spain,ESP,2,-6,2402,W/O,,W/O,
2012-03-21,Miami Masters,M,3,H,false,51,QF,Rafael Nadal,2,Spain,ESP,2,6,2396,Jo Wilfried Tsonga,6,France,FRA,6,-5,2228,6-2 5-7 6-4,,,
2012-03-21,Miami Masters,M,3,H,false,51,R16,Rafael Nadal,2,Spain,ESP,2,2,2394,Kei Nishikori,16,Japan,JPN,16,-3,2030,6-4 6-4,,,
2012-03-21,Miami Masters,M,3,H,false,51,R32,Rafael Nadal,2,Spain,ESP,2,2,2392,Radek Stepanek,25,Czech Republic,CZE,25,-2,2010,6-2 6-2,,,
2012-03-21,Miami Masters,M,3,H,false,51,R64,Rafael Nadal,2,Spain,ESP,2,1,2391,Santiago Giraldo,,Colombia,COL,57,-2,1963,6-2 6-0,,,
2012-03-08,Indian Wells Masters,M,3,H,false,47,SF,Roger Federer,3,Switzerland,SUI,3,9,2439,Rafael Nadal,2,Spain,ESP,2,-10,2401,6-3 6-4,,,
2012-03-08,Indian Wells Masters,M,3,H,false,47,QF,Rafael Nadal,2,Spain,ESP,2,4,2397,David Nalbandian,,Argentina,ARG,74,-4,2134,4-6 7-5 6-4,,,
2012-03-08,Indian Wells Masters,M,3,H,false,47,R16,Rafael Nadal,2,Spain,ESP,2,2,2395,Alexandr Dolgopolov,21,Ukraine,UKR,21,-2,1994,6-3 6-2,,,
2012-03-08,Indian Wells Masters,M,3,H,false,47,R32,Rafael Nadal,2,Spain,ESP,2,1,2394,Marcel Granollers,26,Spain,ESP,26,-2,1966,6-1 6-4,,,
2012-03-08,Indian Wells Masters,M,3,H,false,47,R64,Rafael Nadal,2,Spain,ESP,2,1,2393,Leonardo Mayer,,Argentina,ARG,78,-1,1822,6-1 6-3,,,
2012-01-16,Australian Open,G,5,H,false,46,F,Novak Djokovic,1,Serbia,SRB,1,13,2467,Rafael Nadal,2,Spain,ESP,2,-14,2407,5-7 6-4 6-2 6-7(5) 7-5,,,
2012-01-16,Australian Open,G,5,H,false,46,SF,Rafael Nadal,2,Spain,ESP,2,17,2390,Roger Federer,3,Switzerland,SUI,3,-16,2433,6-7(5) 6-2 7-6(5) 6-4,,,
2012-01-16,Australian Open,G,5,H,false,46,QF,Rafael Nadal,2,Spain,ESP,2,6,2384,Tomas Berdych,7,Czech Republic,CZE,7,-7,2191,6-7(5) 7-6(6) 6-4 6-3,,,
2012-01-16,Australian Open,G,5,H,false,46,R16,Rafael Nadal,2,Spain,ESP,2,4,2380,Feliciano Lopez,18,Spain,ESP,19,-4,2077,6-4 6-4 6-2,,,
